dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT,RCoder
ecg,0.24833550689820852,0.35051968855940097,0.28618734634488985,0.33809464218674584,0.27161438408569244,0.3534302722748121,0.2237674709686392,0.34520439969904343,0.5115420129270545
smtp,0.0028804608737397984,0.0032175032175032173,0.0007325671901469714,0.0037140204271123487,-1.0,0.002075765438505449,0.3,0.005535055350553505,0.0013144058885383805
dlr,0.1518578352180937,0.06946167204167701,0.15435139573070605,0.06946167204167701,0.06033029996629592,0.06946167204167701,-1.0,0.06946167204167701,0.053603034134007584
