dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
tao_pointg,9.236395597457886,5.678652286529541,96.0749933719635,86.8865807056427,305.0592920780182,358.5890486240387,119.1843991279602,115.35094738006592
