dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
uni_pointg,0.8628628628628628,1.0,0.3833833833833834,1.0,0.8288288288288288,1.0,0.4924924924924925,0.998998998998999
