dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
uni_pointg,0.10001160227404571,0.0999,0.09940306254866338,0.0999,0.10160755920971898,0.0999099909990999,1.0,0.0998099809980998
