dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
tao_pointg,0.9789156626506024,1.0,0.9387550200803213,1.0,0.006024096385542169,1.0,1.0,1.0
