dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
uni_pointg,0.17924724474942813,0.1816528775343213,0.15787304204451774,0.1816528775343213,0.18102317446436378,0.18166939443535188,0.6599597585513078,0.18148754318967084
