dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
tao_pointg,0.18124361000092945,0.18115678428519463,0.1806414219474498,0.18115678428519463,0.011673151750972765,0.18115678428519463,0.18115678428519463,0.18115678428519463
