dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT,RCoder
twitter,0.3010752688172043,0.0814687320711417,0.025,0.06020066889632107,0.4492753623188406,0.03532959931064196,0.14460511679644047,0.16475972540045766,Error
yahoo,0.5185185185185185,0.020989505247376312,0.5185185185185185,0.02218700475435816,0.5185185185185185,0.025179856115107913,0.6399999999999999,0.15094339622641506,Error
