dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
uni_pointg,5.992285966873169,3.9189066886901855,87.75703191757202,88.32344841957092,290.1802976131439,303.85690689086914,115.38113689422607,117.06444144248962
