algName,time,precision,recall,fmeasure
BeatGAN,2743121.010541916,0.19891826923076922,0.1393087040851782,0.16386065270743125
BeatGAN,864829.2376995087,0.0751201923076923,0.10563343385092835,0.0878013241962856
BeatGAN,881625.2205371857,0.33480113636363634,0.2615179071394263,0.29365653652572027
NormA,1327.6474561691284,0.06300679063067,0.5285245902779049,0.11259128180706758
