dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT
tao_pointg,0.09986684420772303,0.0996,0.09993587002992732,0.0996,0.1875,0.0996,0.0996,0.0996
