dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT,RCoder
ecg,342.78305435180664,118.58723711967468,892.874701499939,546.9078357219696,2180.776692867279,2045.3429527282715,1344.825050830841,589.2479960918427,174.9456865787506
smtp,35.12621474266052,20.1968412399292,405.57321190834045,388.20142006874084,1274.2023701667786,1325.0859484672546,488.5246422290802,480.6245872974396,69.45474433898926
dlr,23.708571195602417,7.720538854598999,133.75647807121277,132.9666986465454,317.41747856140137,314.45078682899475,170.80127835273743,150.71521711349487,36.99279713630676
