dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT,RCoder
ecg,0.15981977206467002,0.747457627118644,0.28012965327570966,0.6389645776566758,0.23192508710801393,0.23615160349854228,0.34744115741740444,0.7682584269662921,0.6047619047619047
smtp,0.00033631108775617445,0.0,0.00033982541469320136,0.06,0.00033628988187817897,0.015625,0.0003363252264940197,0.12,0.00033628988187817897
dlr,0.03631647211413749,0.03631647211413749,0.03631647211413749,0.03631647211413749,0.03631647211413749,0.03631647211413749,Error,0.03631647211413749,0.03631647211413749
