dsName,TranAD,TranADWithPOT,USAD,USADWithPOT,GDN,GDNWithPOT,OmniAnomaly,OmniAnomalyWithPOT,RCoder
ecg,102.31790208816528,94.46030879020691,785.7764098644257,741.3962273597717,2055.6465680599213,2452.394470691681,865.8690617084503,867.2193505764008,261.7105667591095
smtp,38.464269161224365,42.96365404129028,699.2987463474274,711.6316585540771,1497.8373515605927,1576.2574784755707,731.4411318302155,710.3570237159729,131.3548605442047
dlr,30.40515446662903,25.37924861907959,158.2576184272766,169.73480105400085,376.14734530448914,390.69248390197754,Error,217.27486205101013,47.79754328727722
