length,TranAD,USAD,GDN,OmniAnomaly
20,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
30,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
40,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
50,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
60,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
70,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
100,0.21183826746240242,0.3157601601696569,0.1870294133797076,0.0
