length,TranAD,USAD,GDN,OmniAnomaly
20,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
30,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
40,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
50,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
60,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
70,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
100,0.3236217797639119,0.744756787245921,0.41781729662134237,0.0
