length,TranAD,USAD,GDN,OmniAnomaly
20,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
30,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
40,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
50,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
60,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
70,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
100,0.1929081367537102,0.20296111456512977,0.12409589215414367,0.0
