lr,precision,recall,fmeasure
0.0001,0.125,0.1875,0.15
0.001,0.09375,0.1875,0.125
0.01,0.3,0.1875,0.23076923076923075
0.1,0.0005897849250973145,0.9375,0.0011788282447247435
