lr,batch,n_window,epoch,precision,recall,fmeasure
0.01,128,8,5,0.09993881297165001,0.980980980980981,0.18139750115687184
0.01,128,16,5,0.10025651988029072,0.938938938938939,0.18116851762433608
0.01,128,32,5,0.099341104916371,0.980980980980981,0.18041237113402062
0.01,128,64,5,0.10039469689302702,0.992992992992993,0.1823529411764706
