lr,precision,recall,fmeasure
0.0001,0.04958926066920457,1.0,0.09449269829149566
0.001,0.05048914876869448,0.907070707070707,0.09565402641670218
0.01,0.04952971783069842,1.0,0.09438459338354467
0.1,0.04971819645732689,0.997979797979798,0.09471766848816028
