size,NormA,BeatGAN
1000,0.6044444444444445,0.36276041666666664
2000,0.5581481481481482,0.36458333333333337
5000,0.5417037037037037,0.3773611111111111
10000,0.5882717960478538,0.3696760513415894
20000,0.5980597277439383,0.37511254178194975
50000,0.5363682196233459,0.36163172865090853
100000,0.6184471587586835,0.359642060486833
