size,TranAD,USAD,GDN,OmniAnomaly
2000,0.19091535696649004,0.19122741912454205,0.19200483449710176,0.9834760663202291
4000,0.18090502273714193,0.18164586653903772,0.18246298740486117,0.9972095680002914
10000,0.17837674406156104,0.1780656287235035,0.177057543046933,0.9973563749361158
20000,0.17806888735954024,0.17778243654154452,0.1778466469153703,0.9984584313311478
40000,0.17651903112404513,0.1762709200103151,0.17591260091723232,0.9995847186418721
100000,0.17569598943462655,0.17546716737394644,0.17496526910430366,0.9990716374561834
200000,0.17474993951789286,0.1746813308264378,0.1740833453809511,0.9998275932159008
