size,TranAD,RCoder,USAD,GDN,OmniAnomaly
2000,0.6307029359529359,0.5718758278758279,0.5033639416139416,0.5891869611869611,0.998076923076923
4000,0.6664134847241232,0.620520163011571,0.6653653944211333,0.7449749190714688,0.9990654205607477
10000,0.776699397438768,0.6494686775146344,0.8878424176044417,0.7969389693206802,0.9976381277607945
20000,0.8935073477686251,0.6915451457293693,0.8354419346876624,0.8347151302022189,0.9957873398260023
40000,0.9338664246259224,0.7112395640882594,0.9053484419442851,0.8696493610033412,0.9964525400805352
100000,0.9555535722881181,0.7384606602226914,0.9128715837338973,0.9206691462562663,0.9964874014079304
200000,0.9679574794859314,0.7665888436336515,0.9798951814482632,0.9790511194710743,0.99640630946516
