size,NormA,BeatGAN
1000,0.5589999999999999,0.45866666666666667
2000,0.54510433244916,0.4945840596185424
5000,0.5163340713605284,0.5145323344872066
10000,0.5605502090553725,0.4915954677173776
20000,0.5664596146494072,0.4926357373019899
50000,0.5115463847068091,0.48148749018255843
100000,0.5843755811956871,0.4797089987656298
