size,TranAD,RCoder,USAD,GDN,OmniAnomaly
2000,0.07113187616927644,0.9790476190476192,0.07450197123166875,0.06906825747534824,0.6849367922488315
4000,0.05815563374021245,0.9659108581658108,0.06145029339086709,0.0613754454988187,0.8505413296720585
10000,0.05382575927817127,0.9813369139145532,0.0526818358017766,0.054033969635508126,0.9205971620233026
20000,0.05096368824129123,0.9843561196931894,0.05193037105391415,0.05149182187303365,0.9583611721314373
40000,0.05004183127395258,0.9818046232074403,0.0500547593569459,0.0502879453841629,0.9771556608924682
100000,0.04980643104605438,0.9834796167549966,0.04993589223268831,0.049941573150509386,0.9800775728558829
200000,0.049270130498400524,0.9850702217379267,0.04923314258357887,0.049219227625087264,0.9731278509432748
