size,TranAD,USAD,GDN,OmniAnomaly
2000,0.11151631857199937,0.11255408633042716,0.11655112979367535,0.9740772092803214
4000,0.10123448845367852,0.10140293044861445,0.10492829582333271,0.9944563328313135
10000,0.09881866142141231,0.09877619676108114,0.09801934405701525,0.9951423276683691
20000,0.09801131421706147,0.09826221067779492,0.0984489538381829,0.9975382983342428
40000,0.09710271608627492,0.09703755857222132,0.0970157530802562,0.9994817536156173
100000,0.09636470752034797,0.09630466452730259,0.09642966756770378,0.998502622225681
200000,0.09578423474084653,0.09586680332771472,0.09580603724742676,0.9997494440161898
