size,NormA,BeatGAN
1000,0.5804575144206112,0.40387581111965537
2000,0.5502354062061283,0.4186734607181224
5000,0.5283374154670726,0.43484586856450724
10000,0.5739386819221775,0.42189119240186246
20000,0.5816941176319607,0.42584525286999375
50000,0.5236270123290725,0.4129960361648443
100000,0.6009165989935636,0.4110739814694764
