size,TranAD,RCoder,USAD,GDN,OmniAnomaly
2000,0.11072870974055819,0.721201710500667,0.11285757244154378,0.1173696864918776,0.8074463168673194
4000,0.10578620392455411,0.7542784665007487,0.10647133543967802,0.10406610063670618,0.918041762976142
10000,0.10018293726723355,0.7812854083438738,0.0989780676388562,0.09970546515672736,0.9571405444773926
20000,0.09635580710100991,0.8122681183150633,0.09722415782475921,0.09673668673099477,0.9766421993534999
40000,0.0949656893478394,0.8248026041409406,0.094800875277189,0.0948957436843114,0.9866816231903801
100000,0.09464349702541971,0.8434810212465539,0.09452665639555799,0.09470147994108197,0.9881735102992734
200000,0.09375799658078958,0.8621711261377254,0.09375253422799783,0.09372177317765153,0.9844255522891144
