size,TranAD,USAD,GDN,OmniAnomaly
2000,0.9219403649310192,0.804822545958582,0.7577970240281705,0.9941704450818915
10000,0.9524299777813414,0.7374068281296242,0.908618199492552,0.9869156933942683
20000,0.9663622588978844,0.9505294922416369,0.9908000254287028,0.987589071407054
40000,0.9484180764134946,0.9566175170322767,0.9930799117311959,0.9875646911109793
100000,0.9904213794555548,0.9593554839411954,0.9844399835565015,0.9928851123003104
200000,0.9877695887171601,0.9641213334455893,0.9908040126565109,0.9943560777133296
