size,TranAD,USAD,GDN,OmniAnomaly
2000,0.1902452659584895,0.18933968300831633,0.19409596451211958,0.9847088265439249
10000,0.1791829924239184,0.1794856160349357,0.17878416531513946,0.9868675267919411
20000,0.17868160757609028,0.17740624648411812,0.1790649269253046,0.9872828948698242
40000,0.1759459351673175,0.17580338023404765,0.17636604264211572,0.9861805653897647
100000,0.17545967190596606,0.1750951604242647,0.17571066522560894,0.9888677745360074
200000,0.17461361895477676,0.17400181310844243,0.17470143333301566,0.9903135284222652
