size,TranAD,USAD,GDN,OmniAnomaly
2000,0.8004426276338041,0.7081116710087298,0.8803992412815941,0.9863442113442114
10000,0.9532221491247072,0.860436783118514,0.8972492021162441,1.0
20000,0.9777076548593179,0.9802224835804321,0.9312776714507767,0.9993820956401205
40000,0.9655095795054948,0.9750810498527708,0.8856491364368584,0.9996881982833571
100000,0.991736074438734,0.9888017635401857,0.948058216690334,0.9999585578118524
200000,0.998913068772319,0.9849419588042228,0.9558976540117566,0.9999371982211386
