size,TranAD,USAD,GDN,OmniAnomaly
2000,0.10985084889155047,0.11011030881564507,0.10426821903590935,0.977610972106385
10000,0.09877518748793213,0.09998909879329664,0.09887261749793128,0.995123851271454
20000,0.09870403327956787,0.09850144604912599,0.09932892805737967,0.9961013969127694
40000,0.09731202314355603,0.09702828549565079,0.09804461688670021,0.9995861149190128
100000,0.09638127602316479,0.09641556990276443,0.09655594390833264,0.9997517410023147
200000,0.09567765038694002,0.09572414386822592,0.09567146374756647,0.9998325822170544
