size,TranAD,USAD,GDN,OmniAnomaly
2000,0.19062077732906957,0.1898364550441855,0.186376392270942,0.9818750889173424
10000,0.17895807797691216,0.17889632773649344,0.1780375261073444,0.9975549187435698
20000,0.17926780478032098,0.1789981935950189,0.17940949867158312,0.9977326050799107
40000,0.17675895080064502,0.17648933303040845,0.17628589575015158,0.9996371167336108
100000,0.17568701409043969,0.175697983830428,0.17525660497145074,0.999855134541292
200000,0.17462886947559614,0.1744897163321289,0.17393443596197028,0.9998848852895496
