size,TranAD,USAD,GDN,OmniAnomaly
2000,0.10637041109400566,0.11039206344966138,0.11438441635091848,0.9755495479172159
10000,0.09890004079980427,0.10285618554952747,0.09936107777723657,0.9869185580627878
20000,0.098445256249738,0.09784090030947047,0.09842872611983147,0.9869980284477752
40000,0.09699937682845283,0.0967994744287695,0.09677810052528528,0.9848489000203632
100000,0.0962564437801961,0.09634070333353656,0.09646772724782132,0.9848977929617092
200000,0.09577217855409934,0.09563053900392476,0.09579826850312274,0.986315080420361
