lr,batch,n_window,epoch,lm,dsName,precision,recall,fmeasure
0.1,128,10,5,"(0.9, 1.1)",twitter,0.0,0.0,-1.0
0.1,128,10,5,"(0.8, 1.0)",twitter,0.0,0.0,-1.0
0.1,128,10,5,"(0.7, 1.0)",twitter,0.8666666666666667,0.8125,0.8387096774193549
0.1,128,10,5,"(0.6, 1.0)",twitter,0.0,0.0,-1.0
0.1,128,10,5,"(0.7, 1.1)",twitter,0.0,0.0,-1.0
0.1,128,10,5,"(0.6, 1.1)",twitter,0.875,0.4375,0.5833333333333334
