dsName,TranADWithPOT,TranAD,USAD,OmniAnomaly,RCoder,GDN,TranADWithPOT_ap,TranAD_ap,USAD_ap,OmniAnomaly_ap,RCoder_ap,GDN_ap
yahoo,0.254545455,0.518518519,0.518518519,0.64,Error,0.518518519,0.285714286,0.571428571,0.571428571,0.64,0,0.571428571
twitter,0.16751269,0.454545455,-1,0.138335287,Error,0.449275362,0.317016317,0.466165414,-1,0.166281755,0,0.460431655
dlr,0.004750594,0.068822209,0.154351396,0.151857835,0.161607143,0.05060141,0.764705882,0.06978483,0.544041451,0.537084399,0.338846309,0.1640625
ecg,0.319888457,0.224740641,0.286187346,0.316706951,0.348129636,0.271080139,0.320223041,0.397292001,0.447928026,0.483036304,0.509698662,0.409997597
smtp,0.003223727,0.003084833,0.000732567,0.285714286,0.000765599,0.00845666,0.008360129,0.013299233,0.000732567,0.530612245,0.003058884,0.023084995
