rate,NormA,BeatGAN
0.05,0.5648050286013223,0.34992808154474153
0.075,0.550745232145073,0.29688032900947514
0.1,0.5568459650491067,0.38114489440640203
0.125,0.5661820532460202,0.40424653294909474
0.15,0.5782373370576477,0.41778032645387675
0.175,0.6002278549792084,0.4243677141925815
0.2,0.6192350990188054,0.45192844563981616
0.225,0.618992098814272,0.46077567953277576
0.25,0.6188732968579047,0.4857200608531212
