rate,BeatGAN
0.05,0.5539069859726837
0.075,0.5007032472037197
0.1,0.5374484479604933
0.125,0.5682825904756281
0.15,0.5580239540800948
0.175,0.5752486072428129
0.2,0.6044209818057478
0.225,0.6160499021216714
0.25,0.6283288071234442
0.275,0.6074744289186788
0.3,0.6478098542939141
