rate,BeatGAN
0.05,0.34744791666666675
0.075,0.3694475446428571
0.1,0.360830113487469
0.125,0.38443258722385726
0.15,0.3925248105864262
0.175,0.41901870753783965
0.2,0.41402580538646233
0.225,0.42076776395649756
0.25,0.42300825409892884
0.275,0.4267072259348974
0.3,0.43782282590536664
