rate,BeatGAN
0.05,0.5124031812321589
0.075,0.5469108255764077
0.1,0.5099450127873782
0.125,0.5176294391412956
0.15,0.5368716986217932
0.175,0.5411531692509822
0.2,0.5516208275089864
0.225,0.5554936921379314
0.25,0.5663195761100386
0.275,0.568380384130973
0.3,0.5624268171132771
