rate,NormA,BeatGAN
0.05,0.6007857142857141,0.36037814691768183
0.075,0.5370747517397764,0.27629347372469437
0.1,0.5760410481047147,0.3979907636059805
0.125,0.5859762907724367,0.40980197252333805
0.15,0.5905551704591234,0.4318076183023286
0.175,0.6019623342626541,0.4212349869928399
0.2,0.643412236337155,0.4768494804017703
0.225,0.6413809469036431,0.4793666350622109
0.25,0.6451172256259132,0.5228080538284134
