rate,BeatGAN
0.05,0.6014045871590945
0.075,0.5982978725589282
0.1,0.596471350932696
0.125,0.6033597950539611
0.15,0.6214028554059892
0.175,0.6184478149264787
0.2,0.6504884018453769
0.225,0.6556501759132901
0.25,0.669730599423795
0.275,0.6632089685875677
0.3,0.6699600424725213
