rate,NormA,BeatGAN
0.05,0.5342222222222222,0.341015625
0.075,0.5667460317460318,0.32343749999999993
0.1,0.5399898989898989,0.3669084821428571
0.125,0.5484939134939135,0.40036892361111115
0.15,0.5671322751322752,0.40625
0.175,0.5988984204793029,0.42944711538461533
0.2,0.5972713264643089,0.4302604166666667
0.225,0.5984477195403969,0.4442928538602941
0.25,0.5952045530958575,0.4544037560199518
