lr,n_window,epoch,dsName,currepoch,MSE
0.01,5,5,uni_pointg,0,0.01785337180015914
0.01,5,5,uni_pointg,1,0.01616719531080638
0.01,5,5,uni_pointg,2,0.016150229722453432
