S,delta,batch_size,freq_warmup,sin_warmup,epoch,dsName,currepoch,loss
20,0.03,180,10,10,10,smtp,2,0.059461437
20,0.03,180,10,10,10,smtp,3,0.05629051
20,0.03,180,10,10,10,smtp,4,0.053028066
20,0.03,180,10,10,10,smtp,5,0.046745073
20,0.03,180,10,10,10,smtp,6,0.045249652
20,0.03,180,10,10,10,smtp,7,0.042835835
20,0.03,180,10,10,10,smtp,8,0.040674612
20,0.03,180,10,10,10,smtp,9,0.035224434
20,0.03,180,10,10,15,smtp,0,0.040713493
20,0.03,180,10,10,15,smtp,1,0.04282857
20,0.03,180,10,10,15,smtp,2,0.047397297
20,0.03,180,10,10,15,smtp,3,0.04431252
20,0.03,180,10,10,15,smtp,4,0.043010134
20,0.03,180,10,10,15,smtp,5,0.040712673
20,0.03,180,10,10,15,smtp,6,0.040786546
20,0.03,180,10,10,15,smtp,7,0.045584492
20,0.03,180,10,10,15,smtp,8,0.04148621
20,0.03,180,10,10,15,smtp,9,0.04390566
20,0.06,180,10,10,5,smtp,0,0.10465532
20,0.06,180,10,10,5,smtp,1,0.060634904
20,0.06,180,10,10,5,smtp,2,0.04520811
20,0.06,180,10,10,5,smtp,3,0.041393027
20,0.06,180,10,10,5,smtp,4,0.04110869
20,0.06,180,10,10,5,smtp,5,0.046977334
20,0.06,180,10,10,5,smtp,6,0.042697534
20,0.06,180,10,10,5,smtp,7,0.04290319
20,0.06,180,10,10,5,smtp,8,0.04475401
20,0.06,180,10,10,5,smtp,9,0.041716207
20,0.06,180,10,10,10,smtp,0,0.16942276
20,0.06,180,10,10,10,smtp,1,0.093000025
20,0.06,180,10,10,10,smtp,2,0.05956383
20,0.06,180,10,10,10,smtp,3,0.046459224
20,0.06,180,10,10,10,smtp,4,0.048567172
20,0.06,180,10,10,10,smtp,5,0.04606948
20,0.06,180,10,10,10,smtp,6,0.03593643
20,0.06,180,10,10,10,smtp,7,0.024147982
20,0.06,180,10,10,10,smtp,8,0.018101364
20,0.06,180,10,10,10,smtp,9,0.011964974
20,0.06,180,10,10,15,smtp,0,0.08298479
20,0.06,180,10,10,15,smtp,1,0.041477732
20,0.06,180,10,10,15,smtp,2,0.041967653
20,0.06,180,10,10,15,smtp,3,0.04387157
20,0.06,180,10,10,15,smtp,4,0.04225794
20,0.06,180,10,10,15,smtp,5,0.041242916
20,0.06,180,10,10,15,smtp,6,0.03896374
20,0.06,180,10,10,15,smtp,7,0.039922263
20,0.06,180,10,10,15,smtp,8,0.03918988
20,0.06,180,10,10,15,smtp,9,0.04010503
20,0.07,180,10,10,5,smtp,0,0.1247022
20,0.07,180,10,10,5,smtp,1,0.05666988
20,0.07,180,10,10,5,smtp,2,0.04652667
20,0.07,180,10,10,5,smtp,3,0.04639776
20,0.07,180,10,10,5,smtp,4,0.043803833
20,0.07,180,10,10,5,smtp,5,0.04265181
20,0.07,180,10,10,5,smtp,6,0.044777438
20,0.07,180,10,10,5,smtp,7,0.044851206
20,0.07,180,10,10,5,smtp,8,0.046570923
20,0.07,180,10,10,5,smtp,9,0.04112096
20,0.07,180,10,10,10,smtp,0,0.26008213
20,0.07,180,10,10,10,smtp,1,0.14946476
20,0.07,180,10,10,10,smtp,2,0.080651164
20,0.07,180,10,10,10,smtp,3,0.04239376
20,0.07,180,10,10,10,smtp,4,0.026398769
20,0.07,180,10,10,10,smtp,5,0.020339588
20,0.07,180,10,10,10,smtp,6,0.0189832
20,0.07,180,10,10,10,smtp,7,0.019006783
20,0.07,180,10,10,10,smtp,8,0.016093008
20,0.07,180,10,10,10,smtp,9,0.015711471
20,0.07,180,10,10,15,smtp,0,0.2565901
20,0.07,180,10,10,15,smtp,1,0.1352584
20,0.07,180,10,10,15,smtp,2,0.089006156
20,0.07,180,10,10,15,smtp,3,0.05753544
20,0.07,180,10,10,15,smtp,4,0.042597905
20,0.07,180,10,10,15,smtp,5,0.041406296
20,0.07,180,10,10,15,smtp,6,0.04010157
20,0.07,180,10,10,15,smtp,7,0.040651992
20,0.07,180,10,10,15,smtp,8,0.034574945
20,0.07,180,10,10,15,smtp,9,0.040414732
25,0.05,180,10,10,5,smtp,0,0.13771386
25,0.05,180,10,10,5,smtp,1,0.0455391
25,0.05,180,10,10,5,smtp,2,0.044763505
25,0.05,180,10,10,5,smtp,3,0.042383384
25,0.05,180,10,10,5,smtp,4,0.043868788
25,0.05,180,10,10,5,smtp,5,0.04318183
25,0.05,180,10,10,5,smtp,6,0.0395745
25,0.05,180,10,10,5,smtp,7,0.040668543
25,0.05,180,10,10,5,smtp,8,0.034433044
25,0.05,180,10,10,5,smtp,9,0.023010591
25,0.05,180,10,10,10,smtp,0,0.20295309
25,0.05,180,10,10,10,smtp,1,0.10414544
25,0.05,180,10,10,10,smtp,2,0.05066511
25,0.05,180,10,10,10,smtp,3,0.035869297
25,0.05,180,10,10,10,smtp,4,0.037022386
25,0.05,180,10,10,10,smtp,5,0.032792423
25,0.05,180,10,10,10,smtp,6,0.03407
25,0.05,180,10,10,10,smtp,7,0.03351431
25,0.05,180,10,10,10,smtp,8,0.033067677
25,0.05,180,10,10,10,smtp,9,0.031529035
25,0.05,180,10,10,15,smtp,0,0.1985647
25,0.05,180,10,10,15,smtp,1,0.10629411
25,0.05,180,10,10,15,smtp,2,0.058213945
25,0.05,180,10,10,15,smtp,3,0.039863233
25,0.05,180,10,10,15,smtp,4,0.038951054
25,0.05,180,10,10,15,smtp,5,0.041913006
25,0.05,180,10,10,15,smtp,6,0.041213356
25,0.05,180,10,10,15,smtp,7,0.040307365
25,0.05,180,10,10,15,smtp,8,0.03955564
25,0.05,180,10,10,15,smtp,9,0.039230537
25,0.04,180,10,10,5,smtp,0,0.10799206
25,0.04,180,10,10,5,smtp,1,0.05383844
25,0.04,180,10,10,5,smtp,2,0.042427342
25,0.04,180,10,10,5,smtp,3,0.045946
25,0.04,180,10,10,5,smtp,4,0.044791117
25,0.04,180,10,10,5,smtp,5,0.04313836
25,0.04,180,10,10,5,smtp,6,0.039938435
25,0.04,180,10,10,5,smtp,7,0.04475138
25,0.04,180,10,10,5,smtp,8,0.04386527
25,0.04,180,10,10,5,smtp,9,0.04001477
25,0.04,180,10,10,10,smtp,0,0.21538228
25,0.04,180,10,10,10,smtp,1,0.14405155
25,0.04,180,10,10,10,smtp,2,0.09831997
25,0.04,180,10,10,10,smtp,3,0.053265378
25,0.04,180,10,10,10,smtp,4,0.041237444
25,0.04,180,10,10,10,smtp,5,0.03774443
25,0.04,180,10,10,10,smtp,6,0.034237485
25,0.04,180,10,10,10,smtp,7,0.023894854
25,0.04,180,10,10,10,smtp,8,0.012519142
25,0.04,180,10,10,10,smtp,9,0.012341538
25,0.04,180,10,10,15,smtp,0,0.07150645
25,0.04,180,10,10,15,smtp,1,0.052290346
25,0.04,180,10,10,15,smtp,2,0.046282433
25,0.04,180,10,10,15,smtp,3,0.0490452
25,0.04,180,10,10,15,smtp,4,0.04529819
25,0.04,180,10,10,15,smtp,5,0.0435809
25,0.04,180,10,10,15,smtp,6,0.04739507
25,0.04,180,10,10,15,smtp,7,0.042213924
25,0.04,180,10,10,15,smtp,8,0.04224621
25,0.04,180,10,10,15,smtp,9,0.04540365
25,0.03,180,10,10,5,smtp,0,0.0827797
25,0.03,180,10,10,5,smtp,1,0.0633305
25,0.03,180,10,10,5,smtp,2,0.0621838
25,0.03,180,10,10,5,smtp,3,0.05124496
25,0.03,180,10,10,5,smtp,4,0.04704767
25,0.03,180,10,10,5,smtp,5,0.042283352
25,0.03,180,10,10,5,smtp,6,0.042595014
25,0.03,180,10,10,5,smtp,7,0.04254631
25,0.03,180,10,10,5,smtp,8,0.040405434
25,0.03,180,10,10,5,smtp,9,0.04340587
25,0.03,180,10,10,10,smtp,0,0.17233233
25,0.03,180,10,10,10,smtp,1,0.09425439
25,0.03,180,10,10,10,smtp,2,0.041567788
25,0.03,180,10,10,10,smtp,3,0.04541735
25,0.03,180,10,10,10,smtp,4,0.04252842
25,0.03,180,10,10,10,smtp,5,0.03770013
25,0.03,180,10,10,10,smtp,6,0.031415634
25,0.03,180,10,10,10,smtp,7,0.027195778
25,0.03,180,10,10,10,smtp,8,0.0224732
25,0.03,180,10,10,10,smtp,9,0.015568498
25,0.03,180,10,10,15,smtp,0,0.166838
25,0.03,180,10,10,15,smtp,1,0.06409822
25,0.03,180,10,10,15,smtp,2,0.05365419
25,0.03,180,10,10,15,smtp,3,0.045640253
25,0.03,180,10,10,15,smtp,4,0.04391895
25,0.03,180,10,10,15,smtp,5,0.038845915
25,0.03,180,10,10,15,smtp,6,0.039766073
25,0.03,180,10,10,15,smtp,7,0.038199328
25,0.03,180,10,10,15,smtp,8,0.043173306
25,0.03,180,10,10,15,smtp,9,0.040435553
25,0.06,180,10,10,5,smtp,0,0.16013244
25,0.06,180,10,10,5,smtp,1,0.08272721
25,0.06,180,10,10,5,smtp,2,0.04297025
25,0.06,180,10,10,5,smtp,3,0.04666614
25,0.06,180,10,10,5,smtp,4,0.041141894
25,0.06,180,10,10,5,smtp,5,0.042468525
25,0.06,180,10,10,5,smtp,6,0.041158684
25,0.06,180,10,10,5,smtp,7,0.045452606
25,0.06,180,10,10,5,smtp,8,0.03862451
25,0.06,180,10,10,5,smtp,9,0.04271911
25,0.06,180,10,10,10,smtp,0,0.114449605
25,0.06,180,10,10,10,smtp,1,0.055606034
25,0.06,180,10,10,10,smtp,2,0.04724761
25,0.06,180,10,10,10,smtp,3,0.04461421
25,0.06,180,10,10,10,smtp,4,0.0462273
25,0.06,180,10,10,10,smtp,5,0.045229115
25,0.06,180,10,10,10,smtp,6,0.044264004
25,0.06,180,10,10,10,smtp,7,0.040046938
25,0.06,180,10,10,10,smtp,8,0.044731922
25,0.06,180,10,10,10,smtp,9,0.043976594
25,0.06,180,10,10,15,smtp,0,0.10227728
25,0.06,180,10,10,15,smtp,1,0.05232616
25,0.06,180,10,10,15,smtp,2,0.047271255
25,0.06,180,10,10,15,smtp,3,0.04740232
25,0.06,180,10,10,15,smtp,4,0.045946803
25,0.06,180,10,10,15,smtp,5,0.040091358
25,0.06,180,10,10,15,smtp,6,0.03779005
25,0.06,180,10,10,15,smtp,7,0.031274725
25,0.06,180,10,10,15,smtp,8,0.029452551
25,0.06,180,10,10,15,smtp,9,0.021195382
25,0.07,180,10,10,5,smtp,0,0.17438804
25,0.07,180,10,10,5,smtp,1,0.10732903
25,0.07,180,10,10,5,smtp,2,0.053921036
25,0.07,180,10,10,5,smtp,3,0.049593013
25,0.07,180,10,10,5,smtp,4,0.052771367
25,0.07,180,10,10,5,smtp,5,0.050151143
25,0.07,180,10,10,5,smtp,6,0.046958
25,0.07,180,10,10,5,smtp,7,0.045646995
25,0.07,180,10,10,5,smtp,8,0.0407795
25,0.07,180,10,10,5,smtp,9,0.043512765
25,0.07,180,10,10,10,smtp,0,0.20660134
25,0.07,180,10,10,10,smtp,1,0.1268272
25,0.07,180,10,10,10,smtp,2,0.07113573
25,0.07,180,10,10,10,smtp,3,0.044871505
25,0.07,180,10,10,10,smtp,4,0.04465886
25,0.07,180,10,10,10,smtp,5,0.047823124
25,0.07,180,10,10,10,smtp,6,0.0419118
25,0.07,180,10,10,10,smtp,7,0.043738212
25,0.07,180,10,10,10,smtp,8,0.044812594
25,0.07,180,10,10,10,smtp,9,0.044856247
25,0.07,180,10,10,15,smtp,0,0.16875683
25,0.07,180,10,10,15,smtp,1,0.10777443
25,0.07,180,10,10,15,smtp,2,0.06534646
25,0.07,180,10,10,15,smtp,3,0.024476172
25,0.07,180,10,10,15,smtp,4,0.02004365
25,0.07,180,10,10,15,smtp,5,0.01614063
25,0.07,180,10,10,15,smtp,6,0.011926914
25,0.07,180,10,10,15,smtp,7,0.010550073
25,0.07,180,10,10,15,smtp,8,0.010182354
25,0.07,180,10,10,15,smtp,9,0.008680912
