lr,beta,n_latent,epoch,dsName,currepoch,MSE,KLD
0.01,0.01,8,5,uni_pointg,0,0.10097672994939201,0.001527125691419079
0.01,0.01,8,5,uni_pointg,1,0.10507950475463652,0.0024947656833157464
