type,NormA,BeatGAN
1,0.6253488372093023,0.5568604651162792
2,0.466,0.34199999999999997
3,0.6519211822660098,0.45656403940886703
4,0.526,0.32399999999999995
5,0.5630335097001764,0.38663139329806
6,0.5820000000000001,0.36000000000000004
7,0.6236363636363637,0.371919191919192
8,0.5955555555555556,0.38956072351421184
9,0.5809150326797385,0.43437182280319536
10,0.546,0.35800000000000004
