type,NormA,BeatGAN
1,0.6611111111111111,0.2586805555555556
2,0.776,0.1734375
3,0.5414285714285715,0.041193181818181816
4,0.6239999999999999,0.3330374053030303
5,0.6244444444444444,0.10416666666666667
6,0.6466666666666666,0.0
7,0.49666666666666665,0.0546875
8,0.66,0.178125
9,0.744,0.1388888888888889
10,0.5475,0.048295454545454544
