type,NormA,BeatGAN
1,0.6095051476507224,0.5402244392858035
2,0.464103423509696,0.33794466403162055
3,0.5946724388305887,0.4070271197083211
4,0.527440488729724,0.3201581027667984
5,0.543054312177893,0.36933267382654733
6,0.586520174275431,0.3557312252964427
7,0.5690393453648696,0.3215542340072106
8,0.5876748582230624,0.39009213585018143
9,0.5561082433912091,0.41562940857963243
10,0.5303412183378691,0.35375494071146246
