fileName,TranAD,USAD,GDN,OmniAnomaly
mul_pointg_20000_0.1_,0.09636727888181634,0.09704197058069916,0.09688528678702013,0.9147088045844454
mul_pointc_20000_0.1_,0.09695195918286519,0.09711019466938904,0.09664446824849185,0.21119552130234212
tao_pointg_20000_0.1_,0.17801527442119497,0.17734257976097167,0.1782681329611536,0.17732680081372493
tao_pointc_20000_0.1_,0.09683284521116242,0.09605951969039006,0.09642774352369606,0.1357474006056322
