type,NormA,BeatGAN
1,0.5944444444444444,0.5245535714285714
2,0.46222222222222226,0.333984375
3,0.5466666666666666,0.3671875
4,0.5288888888888889,0.31640625
5,0.5244444444444444,0.353515625
6,0.5911111111111111,0.3515625
7,0.5232323232323233,0.283203125
8,0.58,0.390625
9,0.5333333333333333,0.3984375
10,0.5155555555555555,0.349609375
