type,NormA,BeatGAN
1,0.6238953488372093,0.6054651162790697
2,0.552,0.33599999999999997
3,0.6930357142857143,0.5649722906403941
4,0.63,0.406
5,0.5545326278659611,0.5730158730158731
6,0.45599999999999996,0.6280000000000001
7,0.5424242424242424,0.4862626262626264
8,0.6219121447028423,0.5201033591731267
9,0.6320261437908496,0.334560639070443
10,0.5999999999999999,0.562
