type,NormA,BeatGAN
1,0.6764416170736712,0.2877065671947877
2,0.776,0.21181422758523924
3,0.5836346408731564,0.05034722222222223
4,0.6239999999999999,0.3798591710199716
5,0.6414298274535662,0.14322313794487143
6,0.6392492179353492,0.0
7,0.5188147284562323,0.07865168539325842
8,0.6686449518952128,0.2197220977140296
9,0.7496045197740113,0.17055202341305883
10,0.5427084292952556,0.05647840531561462
