type,NormA,BeatGAN
1,0.6142705858782449,0.5189718794448765
2,0.5547738693467336,0.29473684210526313
3,0.6301800184233946,0.4444586542261985
4,0.6371403661726243,0.356140350877193
5,0.5373563338311408,0.48492671843399665
6,0.45829145728643217,0.5373820836786729
7,0.5167154281256094,0.39295222694618426
8,0.618343114676968,0.4506556209250398
9,0.627085866481385,0.2667744869778959
10,0.6055045871559633,0.4733482114117723
