type,NormA,BeatGAN
1,0.6049382716049383,0.4541015625
2,0.5575757575757575,0.2625
3,0.5777777777777777,0.3663194444444444
4,0.6444444444444445,0.3171875
5,0.5212121212121212,0.4203125
6,0.4606060606060607,0.4696180555555556
7,0.49333333333333335,0.3296875
8,0.6148148148148148,0.3975694444444444
9,0.6222222222222222,0.22182914046121593
10,0.6111111111111112,0.4088541666666667
