lr,precision,recall,fmeasure
0.0001,0.04982499485278979,0.9777777777777777,0.09481829758056617
0.001,0.05243830787309048,0.7212121212121212,0.09776804053128851
0.01,0.049718762555243066,1.0,0.09472777724619653
0.1,0.0495,1.0,0.09433063363506432
