lr,precision,recall,fmeasure
0.0001,0.09982486865148861,0.96996996996997,0.18101998879133194
0.001,0.1000728180588786,0.9629629629629629,0.18130418394270637
0.01,0.10019485181007076,0.977977977977978,0.18176744186046512
0.1,0.10024301336573511,0.990990990990991,0.18206896551724136
