lr,precision,recall,fmeasure
0.001,0.9736842105263158,0.11261627906976744,0.20188280099041417
0.01,0.9263565891472869,0.2733139534883721,0.422092854199124
0.1,0.8373271889400923,0.9404651162790698,0.8859043992915608
0.001,0.9736842105263158,0.11261627906976744,0.20188280099041417
0.01,0.9263565891472869,0.2733139534883721,0.422092854199124
[0.1],Error,Error,Error
0.1,0.9772727272727274,0.4741860465116279,0.6385425466833687
