lr,precision,recall,fmeasure
0.0001,0.12,0.1875,0.14634146341463414
0.001,0.125,0.1875,0.15
0.01,0.10714285714285714,0.1875,0.13636363636363635
0.1,0.3,0.1875,0.23076923076923075
