threshold,precision,recall,fmeasure
0.0,1.0,0.0,0.0
0.005025125628140704,0.0,0.0,0.0
0.010050251256281407,0.0,0.0,0.0
0.01507537688442211,0.0,0.0,0.0
0.020100502512562814,0.0,0.0,0.0
0.02512562814070352,0.0,0.0,0.0
0.03015075376884422,0.0,0.0,0.0
0.035175879396984924,0.0,0.0,0.0
0.04020100502512563,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.04522613065326633,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.05025125628140704,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.05527638190954774,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.06030150753768844,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.06532663316582915,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.07035175879396985,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.07537688442211056,0.3771428571428571,0.11733333333333333,0.1789830508474576
0.08040201005025126,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.08542713567839195,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.09045226130653267,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.09547738693467336,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.10050251256281408,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.10552763819095477,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.11055276381909548,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.11557788944723618,0.18857142857142856,0.11733333333333333,0.14465753424657532
0.12060301507537688,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.12562814070351758,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.1306532663316583,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.135678391959799,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.1407035175879397,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.1457286432160804,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.15075376884422112,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.15577889447236182,0.16857142857142857,0.15733333333333333,0.16275862068965516
0.16080402010050251,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.1658291457286432,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.1708542713567839,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.17587939698492464,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.18090452261306533,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.18592964824120603,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.19095477386934673,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.19597989949748745,0.3064285714285714,0.38133333333333336,0.33980198019801977
0.20100502512562815,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.20603015075376885,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.21105527638190955,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.21608040201005024,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.22110552763819097,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.22613065326633167,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.23115577889447236,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.23618090452261306,0.43171428571428566,0.6715555555555556,0.5255652173913044
0.24120603015075376,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.24623115577889448,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.25125628140703515,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.2562814070351759,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.2613065326633166,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.2663316582914573,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.271356783919598,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.2763819095477387,0.3597619047619047,0.6715555555555556,0.46852713178294575
0.2814070351758794,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.2864321608040201,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.2914572864321608,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.2964824120603015,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.30150753768844224,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.3065326633165829,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.31155778894472363,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.3165829145728643,0.3083673469387755,0.6715555555555556,0.4226573426573426
0.32160804020100503,0.26982142857142855,0.6715555555555556,0.384968152866242
