lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,64,100,20,64,10,0.01,CNN,2,0.5234375,0.67,0.5877192982456141
0.01,64,100,20,64,10,0.01,CNN,3,0.46875,0.8999999999999999,0.6164383561643835
0.01,64,100,20,64,10,0.1,CNN,2,0.5234375,0.67,0.5877192982456141
0.01,64,100,20,64,10,0.1,CNN,3,0.4635416666666667,0.89,0.6095890410958905
0.01,64,100,20,64,10,1,CNN,2,0.5234375,0.67,0.5877192982456141
0.01,64,100,20,64,10,1,CNN,3,0.4895833333333333,0.9400000000000001,0.6438356164383561
