lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,256,100,20,64,10,1,CNN,1,0.55859375,0.6908212560386473,0.6177105831533477
0.01,256,100,20,64,10,1,CNN,2,0.7421875,0.9178743961352657,0.8207343412526997
0.01,256,100,20,64,10,1,CNN,3,0.5078125,0.6280193236714976,0.5615550755939523
0.01,256,100,20,64,10,0.1,CNN,1,0.6640625,0.821256038647343,0.7343412526997839
0.01,256,100,20,64,10,0.1,CNN,2,0.33203125,0.821256038647343,0.4728789986091793
0.01,256,100,20,64,10,0.1,CNN,3,0.22786458333333334,0.8454106280193237,0.358974358974359
0.01,256,100,20,64,10,1,CNN,1,0.0,0.0,-1.0
