lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,64,100,20,64,10,1,CNN,4,0.0,0.0,-1.0
0.01,64,100,20,64,10,1,CNN,5,0.56875,0.7109375,0.6319444444444444
0.01,64,100,20,64,10,1,CNN,6,0.5364583333333334,0.8046875,0.6437499999999999
0.01,64,100,20,64,10,0.1,CNN,4,0.875,0.875,0.875
