lr,seq_len,hidden_size,rep_size,batch_size,max_epoch,lambdaa,network,top_k,precision,recall,fmeasure
0.01,64,100,20,64,10,0.01,CNN,4,0.5234375,0.67,0.5877192982456141
0.01,64,100,20,64,10,0.01,CNN,5,0.446875,0.715,0.55
0.01,64,100,20,64,10,0.1,CNN,4,0.421875,0.54,0.4736842105263158
0.01,64,100,20,64,10,0.1,CNN,5,0.36875,0.59,0.45384615384615384
0.01,64,100,20,64,10,1,CNN,4,0.40625,0.52,0.45614035087719296
0.01,64,100,20,64,10,1,CNN,5,0.446875,0.715,0.55
